product_id,customer_id,product_type_key,product_type,product_status,signup_date_key,is_active
PROD-00256,CUST-00129,PROD_PERSONAL_LOAN,Personal Loan,Active,2022-10-12,1
PROD-00257,CUST-00130,PROD_SAVINGS,Savings Account,Active,2023-09-13,1
PROD-00258,CUST-00130,PROD_CREDIT_CARD,Credit Card,Active,2025-05-02,1
PROD-00259,CUST-00131,PROD_SAVINGS,Savings Account,Active,2021-05-08,1
PROD-00260,CUST-00131,PROD_AUTO_LOAN,Auto Loan,Active,2023-03-31,1
PROD-00261,CUST-00132,PROD_SAVINGS,Savings Account,Active,2024-11-26,1
PROD-00262,CUST-00132,PROD_INVESTMENT,Investment Account,Pending,2025-06-26,0
PROD-00263,CUST-00132,PROD_MORTGAGE,Mortgage,Closed,2025-11-02,0
PROD-00264,CUST-00133,PROD_SAVINGS,Savings Account,Active,2024-06-29,1
PROD-00265,CUST-00133,PROD_INVESTMENT,Investment Account,Active,2024-10-09,1
PROD-00266,CUST-00134,PROD_SAVINGS,Savings Account,Active,2020-08-04,1
PROD-00267,CUST-00135,PROD_SAVINGS,Savings Account,Active,2019-11-20,1
PROD-00268,CUST-00135,PROD_INVESTMENT,Investment Account,Active,2021-03-22,1
PROD-00269,CUST-00136,PROD_SAVINGS,Savings Account,Active,2024-09-29,1
PROD-00270,CUST-00137,PROD_SAVINGS,Savings Account,Active,2021-04-20,1
PROD-00271,CUST-00137,PROD_AUTO_LOAN,Auto Loan,Active,2024-08-31,1
PROD-00272,CUST-00138,PROD_SAVINGS,Savings Account,Active,2023-10-26,1
PROD-00273,CUST-00138,PROD_INVESTMENT,Investment Account,Closed,2025-08-23,0
PROD-00274,CUST-00139,PROD_SAVINGS,Savings Account,Active,2021-07-17,1
PROD-00275,CUST-00140,PROD_SAVINGS,Savings Account,Active,2019-10-01,1
PROD-00276,CUST-00140,PROD_RETIREMENT,Retirement Account,Active,2024-11-08,1
PROD-00277,CUST-00140,PROD_MORTGAGE,Mortgage,Active,2022-12-13,1
PROD-00278,CUST-00140,PROD_CREDIT_CARD,Credit Card,Closed,2024-09-13,0
PROD-00279,CUST-00141,PROD_SAVINGS,Savings Account,Active,2021-01-18,1
PROD-00280,CUST-00141,PROD_AUTO_LOAN,Auto Loan,Closed,2024-06-15,0
PROD-00281,CUST-00142,PROD_SAVINGS,Savings Account,Active,2021-01-04,1
PROD-00282,CUST-00142,PROD_RETIREMENT,Retirement Account,Churned,2022-12-24,0
PROD-00283,CUST-00142,PROD_MORTGAGE,Mortgage,Active,2023-08-24,1
PROD-00284,CUST-00143,PROD_SAVINGS,Savings Account,Active,2021-04-27,1
PROD-00285,CUST-00143,PROD_PERSONAL_LOAN,Personal Loan,Active,2022-11-18,1
PROD-00286,CUST-00144,PROD_SAVINGS,Savings Account,Active,2023-12-22,1
PROD-00287,CUST-00144,PROD_RETIREMENT,Retirement Account,Closed,2024-08-23,0
PROD-00288,CUST-00144,PROD_CREDIT_CARD,Credit Card,Active,2024-03-02,1
PROD-00289,CUST-00145,PROD_SAVINGS,Savings Account,Active,2024-04-02,1
PROD-00290,CUST-00146,PROD_SAVINGS,Savings Account,Active,2023-02-07,1
PROD-00291,CUST-00147,PROD_SAVINGS,Savings Account,Active,2024-01-29,1
PROD-00292,CUST-00147,PROD_RETIREMENT,Retirement Account,Active,2024-06-19,1
PROD-00293,CUST-00147,PROD_CREDIT_CARD,Credit Card,Active,2025-03-28,1
PROD-00294,CUST-00148,PROD_SAVINGS,Savings Account,Active,2021-01-23,1
PROD-00295,CUST-00148,PROD_INVESTMENT,Investment Account,Churned,2022-01-28,0
PROD-00296,CUST-00149,PROD_SAVINGS,Savings Account,Active,2022-12-01,1
PROD-00297,CUST-00149,PROD_RETIREMENT,Retirement Account,Active,2023-12-27,1
PROD-00298,CUST-00150,PROD_SAVINGS,Savings Account,Active,2021-03-04,1
PROD-00299,CUST-00150,PROD_PERSONAL_LOAN,Personal Loan,Closed,2023-04-17,0
PROD-00300,CUST-00151,PROD_SAVINGS,Savings Account,Active,2020-03-31,1
PROD-00301,CUST-00151,PROD_INVESTMENT,Investment Account,Active,2021-04-10,1
PROD-00302,CUST-00151,PROD_MORTGAGE,Mortgage,Active,2021-06-17,1
PROD-00303,CUST-00151,PROD_CREDIT_CARD,Credit Card,Closed,2023-04-04,0
PROD-00304,CUST-00152,PROD_SAVINGS,Savings Account,Active,2024-03-22,1
PROD-00305,CUST-00152,PROD_RETIREMENT,Retirement Account,Active,2024-10-18,1
PROD-00306,CUST-00153,PROD_SAVINGS,Savings Account,Active,2018-01-19,1
PROD-00307,CUST-00153,PROD_RETIREMENT,Retirement Account,Active,2022-09-15,1
PROD-00308,CUST-00154,PROD_SAVINGS,Savings Account,Active,2022-08-07,1
PROD-00309,CUST-00154,PROD_RETIREMENT,Retirement Account,Active,2023-02-14,1
PROD-00310,CUST-00155,PROD_SAVINGS,Savings Account,Active,2023-12-19,1
PROD-00311,CUST-00156,PROD_SAVINGS,Savings Account,Active,2020-02-13,1
PROD-00312,CUST-00156,PROD_AUTO_LOAN,Auto Loan,Active,2022-11-25,1
