customer_id,recency_days,frequency,monetary_value,r_score,f_score,m_score,rfm_score_code,rfm_composite_score,rfm_segment
CUST-01824,1604,2,980.32,1,1,2,112,1.33,Lost
CUST-08352,1604,4,631.18,1,2,1,121,1.33,Lost
CUST-10785,1602,4,1299.22,1,2,2,122,1.67,Lost
CUST-09961,1601,2,1537.9,1,1,3,113,1.67,Lost
CUST-00929,1600,2,1790.8,1,1,3,113,1.67,Lost
CUST-00886,1600,3,637.53,1,1,1,111,1.0,Lost
CUST-10223,1599,3,375.02,1,1,1,111,1.0,Lost
CUST-06729,1596,2,192.05,1,1,1,111,1.0,Lost
CUST-14736,1591,3,1589.75,1,2,3,123,2.0,Lost
CUST-14044,1586,4,1926.86,1,2,3,123,2.0,Lost
CUST-12243,1585,4,748.22,1,2,1,121,1.33,Lost
CUST-13487,1583,5,3190.54,1,3,5,135,3.0,At Risk
CUST-01076,1581,2,141.49,1,1,1,111,1.0,Lost
CUST-11479,1579,6,2212.3,1,4,4,144,3.0,Loyal Customers
CUST-04382,1577,3,414.26,1,1,1,111,1.0,Lost
CUST-06183,1576,2,516.29,1,1,1,111,1.0,Lost
CUST-12526,1574,3,2302.2,1,2,4,124,2.33,Lost
CUST-02582,1574,4,458.38,1,2,1,121,1.33,Lost
CUST-03238,1572,3,1732.3,1,2,3,123,2.0,Lost
CUST-02551,1572,3,1815.69,1,2,3,123,2.0,Lost
CUST-12909,1570,2,152.26,1,1,1,111,1.0,Lost
CUST-14067,1569,2,198.52,1,1,1,111,1.0,Lost
CUST-10894,1563,2,583.61,1,1,1,111,1.0,Lost
CUST-02758,1563,3,2050.43,1,2,3,123,2.0,Lost
CUST-09512,1551,2,992.2,1,1,2,112,1.33,Lost
CUST-08051,1550,2,357.33,1,1,1,111,1.0,Lost
CUST-03850,1548,2,874.4,1,1,2,112,1.33,Lost
CUST-03244,1546,2,193.44,1,1,1,111,1.0,Lost
CUST-09457,1544,3,449.59,1,1,1,111,1.0,Lost
CUST-09573,1541,2,1226.56,1,1,2,112,1.33,Lost
CUST-14192,1540,2,478.82,1,1,1,111,1.0,Lost
CUST-13347,1536,5,1716.76,1,3,3,133,2.33,At Risk
CUST-07647,1535,2,356.05,1,1,1,111,1.0,Lost
CUST-11794,1534,2,182.72,1,1,1,111,1.0,Lost
CUST-13370,1534,2,518.7,1,1,1,111,1.0,Lost
CUST-04034,1534,3,334.19,1,1,1,111,1.0,Lost
CUST-08357,1533,6,3980.75,1,4,5,145,3.33,Loyal Customers
CUST-02185,1528,3,226.28,1,1,1,111,1.0,Lost
CUST-13102,1526,7,2800.09,1,5,4,154,3.33,Loyal Customers
CUST-05466,1525,2,2546.71,1,1,4,114,2.0,Lost
CUST-02810,1524,2,2130.96,1,1,4,114,2.0,Lost
CUST-10598,1521,2,1588.72,1,1,3,113,1.67,Lost
CUST-08058,1520,6,2294.08,1,4,4,144,3.0,Loyal Customers
CUST-05516,1515,2,176.99,1,1,1,111,1.0,Lost
CUST-11626,1515,2,597.2,1,1,1,111,1.0,Lost
CUST-00730,1511,2,516.01,1,1,1,111,1.0,Lost
CUST-04435,1510,2,684.64,1,1,1,111,1.0,Lost
CUST-00117,1505,2,618.48,1,1,1,111,1.0,Lost
CUST-08588,1505,3,1808.79,1,2,3,123,2.0,Lost
CUST-13796,1502,2,255.4,1,1,1,111,1.0,Lost
CUST-11821,1501,2,308.7,1,1,1,111,1.0,Lost
CUST-09492,1499,2,220.63,1,1,1,111,1.0,Lost
CUST-00686,1499,2,2011.59,1,1,3,113,1.67,Lost
CUST-13405,1499,3,2877.46,1,2,4,124,2.33,Lost
CUST-01987,1498,3,3563.07,1,2,5,125,2.67,Lost
CUST-10892,1496,2,322.86,1,1,1,111,1.0,Lost
CUST-10656,1493,2,663.56,1,1,1,111,1.0,Lost
CUST-02474,1491,2,297.06,1,1,1,111,1.0,Lost
CUST-10335,1489,2,139.63,1,1,1,111,1.0,Lost
CUST-05533,1488,2,334.84,1,1,1,111,1.0,Lost
CUST-11433,1486,2,1001.66,1,1,2,112,1.33,Lost
CUST-09830,1486,5,1048.68,1,3,2,132,2.0,Needs Attention
CUST-10066,1484,4,953.74,1,2,2,122,1.67,Lost
CUST-10382,1482,2,227.08,1,1,1,111,1.0,Lost
CUST-00834,1482,4,3004.9,1,3,5,135,3.0,At Risk
CUST-02254,1481,2,208.38,1,1,1,111,1.0,Lost
CUST-01889,1480,3,1897.11,1,2,3,123,2.0,Lost
CUST-00227,1477,3,939.54,1,1,2,112,1.33,Lost
CUST-01656,1475,2,521.29,1,1,1,111,1.0,Lost
CUST-11335,1475,3,1020.25,1,1,2,112,1.33,Lost
CUST-10533,1471,3,1450.26,1,2,3,123,2.0,Lost
CUST-12831,1470,2,449.75,1,1,1,111,1.0,Lost
CUST-09357,1468,5,428.51,1,3,1,131,1.67,Needs Attention
CUST-14246,1468,5,3001.17,1,3,4,134,2.67,At Risk
CUST-08260,1466,2,40.61,1,1,1,111,1.0,Lost
CUST-08136,1466,4,1271.61,1,2,2,122,1.67,Lost
CUST-07154,1465,2,199.43,1,1,1,111,1.0,Lost
CUST-10337,1465,2,1466.61,1,1,3,113,1.67,Lost
CUST-14451,1464,3,241.36,1,1,1,111,1.0,Lost
CUST-00535,1460,4,860.16,1,2,2,122,1.67,Lost
CUST-08500,1458,3,1850.88,1,2,3,123,2.0,Lost
CUST-04100,1457,3,690.87,1,1,1,111,1.0,Lost
CUST-02265,1457,3,1417.41,1,2,3,123,2.0,Lost
CUST-07250,1457,7,1068.82,1,4,2,142,2.33,Needs Attention
CUST-04737,1456,2,470.91,1,1,1,111,1.0,Lost
CUST-14579,1451,4,2912.73,1,3,4,134,2.67,At Risk
CUST-13426,1450,2,344.64,1,1,1,111,1.0,Lost
CUST-13928,1449,4,2123.75,1,2,4,124,2.33,Lost
CUST-04966,1447,3,1769.45,1,2,3,123,2.0,Lost
CUST-14866,1446,3,2024.19,1,2,3,123,2.0,Lost
CUST-03297,1445,2,228.22,1,1,1,111,1.0,Lost
CUST-06792,1445,3,662.61,1,1,1,111,1.0,Lost
CUST-02230,1445,3,681.77,1,1,1,111,1.0,Lost
CUST-02478,1444,2,120.84,1,1,1,111,1.0,Lost
CUST-11452,1443,3,556.84,1,1,1,111,1.0,Lost
CUST-08687,1441,4,1771.54,1,2,3,123,2.0,Lost
CUST-05286,1440,2,251.62,1,1,1,111,1.0,Lost
CUST-13657,1435,4,1806.67,1,2,3,123,2.0,Lost
CUST-00805,1434,2,196.79,1,1,1,111,1.0,Lost
CUST-14815,1433,2,1285.47,1,1,2,112,1.33,Lost
CUST-07627,1433,5,3417.95,1,3,5,135,3.0,At Risk
CUST-02260,1432,2,410.13,1,1,1,111,1.0,Lost
CUST-03314,1432,3,336.08,1,1,1,111,1.0,Lost
CUST-06945,1431,3,843.89,1,1,2,112,1.33,Lost
CUST-04668,1429,3,351.36,1,1,1,111,1.0,Lost
CUST-06888,1429,3,1630.94,1,2,3,123,2.0,Lost
CUST-03628,1428,2,241.26,1,1,1,111,1.0,Lost
CUST-09453,1427,2,230.56,1,1,1,111,1.0,Lost
CUST-00610,1426,3,619.65,1,1,1,111,1.0,Lost
CUST-04095,1426,4,1497.12,1,2,3,123,2.0,Lost
CUST-11733,1423,2,722.85,1,1,1,111,1.0,Lost
CUST-08662,1422,3,1331.94,1,2,2,122,1.67,Lost
CUST-11633,1421,5,780.85,1,3,2,132,2.0,Needs Attention
CUST-07675,1420,6,957.89,1,4,2,142,2.33,Needs Attention
CUST-11954,1419,2,489.83,1,1,1,111,1.0,Lost
CUST-00225,1416,3,353.78,1,1,1,111,1.0,Lost
CUST-02013,1416,3,428.09,1,1,1,111,1.0,Lost
CUST-11904,1415,3,2712.43,1,2,4,124,2.33,Lost
CUST-07878,1415,5,1554.36,1,3,3,133,2.33,At Risk
CUST-07452,1415,7,5185.34,1,5,5,155,3.67,Loyal Customers
CUST-06280,1413,5,1677.64,1,3,3,133,2.33,At Risk
CUST-01759,1411,2,106.44,1,1,1,111,1.0,Lost
CUST-04054,1411,3,603.65,1,1,1,111,1.0,Lost
CUST-08948,1406,2,275.99,1,1,1,111,1.0,Lost
CUST-14420,1406,2,1678.97,1,1,3,113,1.67,Lost
CUST-00328,1404,2,335.3,1,1,1,111,1.0,Lost
CUST-00716,1403,2,221.52,1,1,1,111,1.0,Lost
CUST-07005,1403,2,364.77,1,1,1,111,1.0,Lost
CUST-12428,1402,3,2677.46,1,2,4,124,2.33,Lost
CUST-04442,1396,3,2708.97,1,2,4,124,2.33,Lost
CUST-13053,1392,4,2145.46,1,2,4,124,2.33,Lost
CUST-03524,1389,4,2572.53,1,3,4,134,2.67,At Risk
CUST-07080,1388,2,887.38,1,1,2,112,1.33,Lost
CUST-08292,1388,2,1641.62,1,1,3,113,1.67,Lost
CUST-13097,1387,2,211.67,1,1,1,111,1.0,Lost
CUST-07920,1386,2,323.51,1,1,1,111,1.0,Lost
CUST-03307,1385,2,2147.05,1,1,4,114,2.0,Lost
CUST-08011,1383,3,299.29,1,1,1,111,1.0,Lost
CUST-05848,1380,3,1253.15,1,2,2,122,1.67,Lost
CUST-09807,1379,5,1080.95,1,3,2,132,2.0,Needs Attention
CUST-13273,1376,6,672.89,1,4,1,141,2.0,Needs Attention
CUST-03263,1372,3,633.51,1,1,1,111,1.0,Lost
CUST-11245,1372,4,1263.36,1,2,2,122,1.67,Lost
CUST-08707,1370,2,242.33,1,1,1,111,1.0,Lost
CUST-11207,1369,2,391.39,1,1,1,111,1.0,Lost
CUST-02936,1369,3,996.74,1,1,2,112,1.33,Lost
CUST-08337,1368,2,1143.83,1,1,2,112,1.33,Lost
CUST-05844,1366,2,252.35,1,1,1,111,1.0,Lost
CUST-10131,1364,6,1536.57,1,4,3,143,2.67,Loyal Customers
CUST-11648,1363,2,2251.83,1,1,4,114,2.0,Lost
CUST-02851,1362,3,835.21,1,1,2,112,1.33,Lost
CUST-05481,1360,2,70.4,1,1,1,111,1.0,Lost
CUST-13771,1356,3,2985.38,1,2,4,124,2.33,Lost
CUST-13553,1356,5,730.62,1,3,1,131,1.67,Needs Attention
CUST-04277,1353,3,347.06,1,1,1,111,1.0,Lost
CUST-10981,1351,2,414.43,1,1,1,111,1.0,Lost
CUST-03659,1350,2,481.35,1,1,1,111,1.0,Lost
CUST-02813,1349,2,175.12,1,1,1,111,1.0,Lost
CUST-03168,1349,2,264.67,1,1,1,111,1.0,Lost
CUST-07396,1348,2,169.22,1,1,1,111,1.0,Lost
CUST-14542,1347,2,312.96,1,1,1,111,1.0,Lost
CUST-04967,1347,4,1906.02,1,2,3,123,2.0,Lost
CUST-12955,1346,4,1043.49,1,2,2,122,1.67,Lost
CUST-00258,1345,2,1481.58,1,1,3,113,1.67,Lost
CUST-12265,1345,8,3246.45,1,5,5,155,3.67,Loyal Customers
CUST-04451,1344,2,409.06,1,1,1,111,1.0,Lost
CUST-07164,1343,3,577.54,1,1,1,111,1.0,Lost
CUST-14612,1343,3,716.47,1,1,1,111,1.0,Lost
CUST-08990,1343,6,3297.29,1,4,5,145,3.33,Loyal Customers
CUST-09243,1340,2,104.22,1,1,1,111,1.0,Lost
CUST-07623,1340,2,265.61,1,1,1,111,1.0,Lost
CUST-06323,1337,2,264.71,1,1,1,111,1.0,Lost
CUST-03424,1337,3,254.04,1,1,1,111,1.0,Lost
CUST-09877,1334,2,2204.87,1,1,4,114,2.0,Lost
CUST-07487,1334,3,1379.69,1,2,2,122,1.67,Lost
CUST-03658,1333,2,475.68,1,1,1,111,1.0,Lost
CUST-03650,1333,3,814.2,1,1,2,112,1.33,Lost
CUST-02897,1333,4,2376.89,1,2,4,124,2.33,Lost
CUST-13919,1332,3,1421.79,1,2,3,123,2.0,Lost
CUST-00029,1331,3,3200.75,1,2,5,125,2.67,Lost
CUST-14369,1331,3,3499.24,1,2,5,125,2.67,Lost
CUST-00991,1330,2,718.71,1,1,1,111,1.0,Lost
CUST-04200,1330,2,1715.51,1,1,3,113,1.67,Lost
CUST-06772,1329,2,663.13,1,1,1,111,1.0,Lost
CUST-04806,1328,3,225.44,1,1,1,111,1.0,Lost
CUST-13827,1327,3,2212.44,1,2,4,124,2.33,Lost
CUST-05144,1326,3,1155.08,1,2,2,122,1.67,Lost
CUST-13259,1325,3,1652.65,1,2,3,123,2.0,Lost
CUST-02934,1323,2,1997.6,1,1,3,113,1.67,Lost
CUST-06826,1322,4,1728.94,1,2,3,123,2.0,Lost
CUST-03691,1321,2,802.94,1,1,2,112,1.33,Lost
CUST-04111,1320,4,1821.4,1,2,3,123,2.0,Lost
CUST-03793,1318,5,2253.8,1,3,4,134,2.67,At Risk
CUST-01291,1317,2,310.92,1,1,1,111,1.0,Lost
CUST-14452,1317,4,1703.35,1,2,3,123,2.0,Lost
CUST-12103,1315,3,290.91,1,1,1,111,1.0,Lost
CUST-00333,1315,3,328.47,1,1,1,111,1.0,Lost
CUST-02563,1314,2,2374.97,1,1,4,114,2.0,Lost
CUST-04097,1313,5,935.59,1,3,2,132,2.0,Needs Attention
CUST-10936,1312,3,194.27,1,1,1,111,1.0,Lost
CUST-12352,1310,2,415.04,1,1,1,111,1.0,Lost
CUST-12966,1309,2,1603.71,1,1,3,113,1.67,Lost
CUST-09943,1309,4,2554.21,1,3,4,134,2.67,At Risk
CUST-00551,1307,3,1664.01,1,2,3,123,2.0,Lost
CUST-00153,1306,5,2591.89,1,3,4,134,2.67,At Risk
CUST-09707,1305,3,717.58,1,1,1,111,1.0,Lost
CUST-09522,1305,5,1216.63,1,3,2,132,2.0,Needs Attention
CUST-05973,1304,3,500.71,1,1,1,111,1.0,Lost
CUST-06735,1304,3,1142.94,1,2,2,122,1.67,Lost
CUST-09176,1302,11,4233.79,1,5,5,155,3.67,Loyal Customers
CUST-02533,1299,3,747.83,1,1,1,111,1.0,Lost
CUST-06581,1299,3,2110.25,1,2,4,124,2.33,Lost
CUST-10991,1299,5,2633.96,1,3,4,134,2.67,At Risk
CUST-03604,1298,2,787.47,1,1,2,112,1.33,Lost
CUST-03368,1298,4,4985.57,1,3,5,135,3.0,At Risk
CUST-11756,1297,3,1221.73,1,2,2,122,1.67,Lost
CUST-03578,1297,6,786.66,1,4,2,142,2.33,Needs Attention
CUST-00464,1295,2,796.79,1,1,2,112,1.33,Lost
CUST-12412,1292,4,3126.86,1,3,5,135,3.0,At Risk
CUST-01770,1290,3,1990.69,1,2,3,123,2.0,Lost
CUST-01176,1289,2,382.98,1,1,1,111,1.0,Lost
CUST-03047,1289,2,1275.36,1,1,2,112,1.33,Lost
CUST-13451,1289,3,447.97,1,1,1,111,1.0,Lost
CUST-01990,1289,3,721.58,1,1,1,111,1.0,Lost
CUST-13153,1287,2,167.65,1,1,1,111,1.0,Lost
CUST-06378,1286,2,574.15,1,1,1,111,1.0,Lost
CUST-03977,1285,2,361.89,1,1,1,111,1.0,Lost
CUST-08639,1285,2,427.06,1,1,1,111,1.0,Lost
CUST-09373,1284,2,222.56,1,1,1,111,1.0,Lost
CUST-13908,1284,2,286.23,1,1,1,111,1.0,Lost
CUST-12780,1284,3,516.33,1,1,1,111,1.0,Lost
CUST-10168,1284,4,824.93,1,2,2,122,1.67,Lost
CUST-14120,1283,4,497.79,1,2,1,121,1.33,Lost
CUST-09822,1282,2,444.47,1,1,1,111,1.0,Lost
CUST-04898,1282,3,820.52,1,1,2,112,1.33,Lost
CUST-04775,1282,3,1695.8,1,2,3,123,2.0,Lost
CUST-06527,1281,7,1501.37,1,4,3,143,2.67,Loyal Customers
CUST-05492,1280,3,674.25,1,1,1,111,1.0,Lost
CUST-00389,1278,2,399.99,1,1,1,111,1.0,Lost
CUST-12632,1277,2,441.85,1,1,1,111,1.0,Lost
CUST-10128,1275,5,2268.72,1,3,4,134,2.67,At Risk
CUST-06520,1274,2,145.47,1,1,1,111,1.0,Lost
CUST-04682,1274,2,414.25,1,1,1,111,1.0,Lost
CUST-03853,1274,3,168.94,1,1,1,111,1.0,Lost
CUST-00495,1272,4,536.3,1,2,1,121,1.33,Lost
CUST-13251,1271,2,701.2,1,1,1,111,1.0,Lost
CUST-00116,1270,4,984.38,1,2,2,122,1.67,Lost
CUST-12196,1268,4,855.11,1,2,2,122,1.67,Lost
CUST-12837,1267,2,1813.55,1,1,3,113,1.67,Lost
CUST-08625,1267,3,1020.04,1,1,2,112,1.33,Lost
CUST-10732,1266,2,332.87,1,1,1,111,1.0,Lost
CUST-04826,1266,3,1422.43,1,2,3,123,2.0,Lost
CUST-13846,1265,2,205.8,1,1,1,111,1.0,Lost
CUST-04512,1265,6,894.36,1,4,2,142,2.33,Needs Attention
CUST-08586,1264,3,1915.68,1,2,3,123,2.0,Lost
CUST-02236,1262,2,163.26,1,1,1,111,1.0,Lost
CUST-11424,1262,5,886.78,1,3,2,132,2.0,Needs Attention
CUST-06604,1261,3,424.98,1,1,1,111,1.0,Lost
CUST-08074,1259,4,1976.23,1,2,3,123,2.0,Lost
CUST-03437,1258,2,468.01,1,1,1,111,1.0,Lost
CUST-14166,1258,3,652.05,1,1,1,111,1.0,Lost
CUST-11185,1258,7,3723.03,1,5,5,155,3.67,Loyal Customers
CUST-06251,1256,2,1330.13,1,1,2,112,1.33,Lost
CUST-04492,1255,3,1015.01,1,1,2,112,1.33,Lost
CUST-08526,1255,5,3032.72,1,3,5,135,3.0,At Risk
CUST-03518,1254,3,1443.37,1,2,3,123,2.0,Lost
